Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum
2022,Burundi,BDI,Zambia,ZMB,7230,543
2022,Burundi,BDI,Zimbabwe,ZWE,712,204
2022,Belgium,BEL,Australia,AUS,0,6
2022,Belgium,BEL,Brazil,BRA,0,5
2022,Belgium,BEL,Canada,CAN,5,21
2022,Belgium,BEL,Germany,DEU,7,0
2022,Belgium,BEL,Rep. of Moldova,MDA,10,0
2022,Belgium,BEL,United States of America,USA,6,54
2022,Benin,BEN,Algeria,DZA,0,136
2022,Benin,BEN,Austria,AUT,5,6
2022,Benin,BEN,Belgium,BEL,33,100
2022,Benin,BEN,Brazil,BRA,5,221
2022,Benin,BEN,Canada,CAN,50,66
2022,Benin,BEN,Chad,TCD,0,5
2022,Benin,BEN,France,FRA,261,162
2022,Benin,BEN,United Kingdom of Great Britain and Northern Ireland,GBR,11,34
2022,Benin,BEN,Germany,DEU,101,150
2022,Benin,BEN,Ghana,GHA,13,0
2022,Benin,BEN,Greece,GRC,0,5
2022,Benin,BEN,Cote d'Ivoire,CIV,0,5
2022,Benin,BEN,Ireland,IRL,0,5
2022,Benin,BEN,Israel,ISR,0,5
2022,Benin,BEN,Italy,ITA,165,61
2022,Benin,BEN,Mauritania,MRT,0,10
2022,Benin,BEN,Mexico,MEX,5,31
2022,Benin,BEN,Morocco,MAR,0,7
2022,Benin,BEN,Netherlands (Kingdom of the),NLD,0,11
2022,Benin,BEN,Niger,NER,0,5
2022,Benin,BEN,Nigeria,NGA,5,0
2022,Benin,BEN,Portugal,PRT,5,0
2022,Benin,BEN,South Africa,ZAF,5,10
2022,Benin,BEN,Spain,ESP,5,10
2022,Benin,BEN,Sweden,SWE,10,0
2022,Benin,BEN,Switzerland,CHE,24,6
2022,Benin,BEN,Togo,TGO,37,12
2022,Benin,BEN,Tunisia,TUN,0,10
2022,Benin,BEN,United States of America,USA,76,334
2022,Bangladesh,BGD,Afghanistan,AFG,0,5
2022,Bangladesh,BGD,Egypt,EGY,0,5
2022,Bangladesh,BGD,Argentina,ARG,5,91
2022,Bangladesh,BGD,Australia,AUS,418,1377
2022,Bangladesh,BGD,Austria,AUT,382,453
2022,Bangladesh,BGD,Belgium,BEL,15,25
2022,Bangladesh,BGD,Brazil,BRA,37,4366
2022,Bangladesh,BGD,Bulgaria,BGR,7,11
2022,Bangladesh,BGD,Canada,CAN,1092,1195
2022,Bangladesh,BGD,Chile,CHL,0,7
2022,Bangladesh,BGD,Costa Rica,CRI,0,16
2022,Bangladesh,BGD,Cyprus,CYP,12,1647
2022,Bangladesh,BGD,Denmark,DNK,17,5
2022,Bangladesh,BGD,Ecuador,ECU,5,5
2022,Bangladesh,BGD,Finland,FIN,23,15
2022,Bangladesh,BGD,France,FRA,9573,6107
2022,Bangladesh,BGD,United Kingdom of Great Britain and Northern Ireland,GBR,1943,6404
2022,Bangladesh,BGD,Georgia,GEO,0,8
2022,Bangladesh,BGD,Germany,DEU,551,239
2022,Bangladesh,BGD,Greece,GRC,391,1767
2022,Bangladesh,BGD,"China, Hong Kong SAR",HKG,16,0
2022,Bangladesh,BGD,Croatia,HRV,10,8
2022,Bangladesh,BGD,Hungary,HUN,11,0
2022,Bangladesh,BGD,Iceland,ISL,5,0
2022,Bangladesh,BGD,India,IND,8,0
2022,Bangladesh,BGD,Ireland,IRL,99,203
2022,Bangladesh,BGD,Iraq,IRQ,0,5
2022,Bangladesh,BGD,Italy,ITA,5143,13278
2022,Bangladesh,BGD,Jordan,JOR,0,6
2022,Bangladesh,BGD,Japan,JPN,18,0
2022,Bangladesh,BGD,Rep. of Korea,KOR,130,941
2022,Bangladesh,BGD,Lebanon,LBN,0,146
2022,Bangladesh,BGD,Latvia,LVA,0,5
2022,Bangladesh,BGD,Mexico,MEX,12,251
2022,Bangladesh,BGD,Mali,MLI,0,32
2022,Bangladesh,BGD,Malaysia,MYS,39,13
2022,Bangladesh,BGD,Morocco,MAR,0,16
2022,Bangladesh,BGD,Malta,MLT,15,174
2022,Bangladesh,BGD,Netherlands (Kingdom of the),NLD,136,21
2022,Bangladesh,BGD,Norway,NOR,5,0
2022,Bangladesh,BGD,Nauru,NRU,5,9
2022,Bangladesh,BGD,New Zealand,NZL,14,10
2022,Bangladesh,BGD,Panama,PAN,0,15
2022,Bangladesh,BGD,Paraguay,PRY,0,5
2022,Bangladesh,BGD,Peru,PER,26,0
2022,Bangladesh,BGD,Papua New Guinea,PNG,5,0
2022,Bangladesh,BGD,Poland,POL,16,0
2022,Bangladesh,BGD,Portugal,PRT,155,16
2022,Bangladesh,BGD,Romania,ROU,13,132
2022,Bangladesh,BGD,South Africa,ZAF,153,9719
2022,Bangladesh,BGD,Russian Federation,RUS,5,0
2022,Bangladesh,BGD,Somalia,SOM,6,0
2022,Bangladesh,BGD,Spain,ESP,29,230
2022,Bangladesh,BGD,Slovenia,SVN,0,6
2022,Bangladesh,BGD,Sweden,SWE,235,102
2022,Bangladesh,BGD,Switzerland,CHE,53,6
2022,Bangladesh,BGD,Syrian Arab Rep.,SYR,0,5
2022,Bangladesh,BGD,Trinidad and Tobago,TTO,8,83
2022,Bangladesh,BGD,Tunisia,TUN,0,5
2022,Bangladesh,BGD,Ukraine,UKR,0,16
2022,Bangladesh,BGD,Uruguay,URY,0,139
2022,Bangladesh,BGD,United States of America,USA,3086,11953
2022,Bahamas,BHS,Canada,CAN,603,788
2022,Bahamas,BHS,South Africa,ZAF,0,7
2022,Bahamas,BHS,United States of America,USA,178,415
2022,Bhutan,BTN,Australia,AUS,5,22
2022,Bhutan,BTN,Brazil,BRA,31,31
2022,Bhutan,BTN,Canada,CAN,5,0
2022,Bhutan,BTN,France,FRA,170,6
2022,Bhutan,BTN,United Kingdom of Great Britain and Northern Ireland,GBR,15,0
2022,Bhutan,BTN,Germany,DEU,19,0
2022,Bhutan,BTN,Ireland,IRL,8,0
2022,Bhutan,BTN,Luxembourg,LUX,5,0
2022,Bhutan,BTN,Nepal,NPL,6365,0
2022,Bhutan,BTN,Netherlands (Kingdom of the),NLD,40,0
2022,Bhutan,BTN,United States of America,USA,34,406
2022,Burkina Faso,BFA,Algeria,DZA,12,105
2022,Burkina Faso,BFA,Austria,AUT,5,8
2022,Burkina Faso,BFA,Belgium,BEL,84,165
2022,Burkina Faso,BFA,Benin,BEN,193,866
2022,Burkina Faso,BFA,Brazil,BRA,124,230
2022,Burkina Faso,BFA,Canada,CAN,103,129
2022,Burkina Faso,BFA,Cameroon,CMR,0,25
2022,Burkina Faso,BFA,Costa Rica,CRI,0,5
2022,Burkina Faso,BFA,Cyprus,CYP,0,10
2022,Burkina Faso,BFA,Ecuador,ECU,5,0
2022,Burkina Faso,BFA,Finland,FIN,5,0
2022,Burkina Faso,BFA,France,FRA,690,296
2022,Burkina Faso,BFA,United Kingdom of Great Britain and Northern Ireland,GBR,13,33
2022,Burkina Faso,BFA,Germany,DEU,99,152
2022,Burkina Faso,BFA,Ghana,GHA,0,1113
2022,Burkina Faso,BFA,Greece,GRC,55,20
2022,Burkina Faso,BFA,Cote d'Ivoire,CIV,3375,5
2022,Burkina Faso,BFA,Israel,ISR,0,9
2022,Burkina Faso,BFA,Italy,ITA,919,293
2022,Burkina Faso,BFA,Luxembourg,LUX,6,0
2022,Burkina Faso,BFA,Mauritania,MRT,23,110
2022,Burkina Faso,BFA,Mexico,MEX,17,101
2022,Burkina Faso,BFA,Mali,MLI,25800,0
2022,Burkina Faso,BFA,Morocco,MAR,7,45
2022,Burkina Faso,BFA,Malta,MLT,5,6
2022,Burkina Faso,BFA,Netherlands (Kingdom of the),NLD,11,5
2022,Burkina Faso,BFA,Niger,NER,0,24981
2022,Burkina Faso,BFA,South Africa,ZAF,0,18
2022,Burkina Faso,BFA,Senegal,SEN,0,5
2022,Burkina Faso,BFA,Spain,ESP,247,160
2022,Burkina Faso,BFA,Sweden,SWE,5,0
2022,Burkina Faso,BFA,Switzerland,CHE,24,5
2022,Burkina Faso,BFA,Syrian Arab Rep.,SYR,0,5
2022,Burkina Faso,BFA,Togo,TGO,0,7
2022,Burkina Faso,BFA,Tunisia,TUN,21,49
2022,Burkina Faso,BFA,United States of America,USA,1470,3199
2022,Belarus,BLR,Argentina,ARG,0,19
2022,Belarus,BLR,Australia,AUS,7,0
2022,Belarus,BLR,Austria,AUT,37,28
2022,Belarus,BLR,Belgium,BEL,70,220
2022,Belarus,BLR,Brazil,BRA,5,8
2022,Belarus,BLR,Bulgaria,BGR,30,5
2022,Belarus,BLR,Canada,CAN,19,24
2022,Belarus,BLR,China,CHN,0,5
2022,Belarus,BLR,Costa Rica,CRI,0,5
2022,Belarus,BLR,Cyprus,CYP,0,6
2022,Belarus,BLR,Czechia,CZE,174,30
2022,Belarus,BLR,Denmark,DNK,14,38
2022,Belarus,BLR,Estonia,EST,23,14
2022,Belarus,BLR,Finland,FIN,32,34
2022,Belarus,BLR,France,FRA,901,132
2022,Belarus,BLR,United Kingdom of Great Britain and Northern Ireland,GBR,98,125
2022,Belarus,BLR,Georgia,GEO,0,15
2022,Belarus,BLR,Germany,DEU,1070,437
2022,Belarus,BLR,Greece,GRC,8,0
2022,Belarus,BLR,Croatia,HRV,15,0
2022,Belarus,BLR,Hungary,HUN,7,0
2022,Belarus,BLR,Iceland,ISL,6,0
2022,Belarus,BLR,Ireland,IRL,22,21
2022,Belarus,BLR,Israel,ISR,5,844
2022,Belarus,BLR,Italy,ITA,134,150
2022,Belarus,BLR,Sri Lanka,LKA,0,5
2022,Belarus,BLR,Lithuania,LTU,306,278
2022,Belarus,BLR,Luxembourg,LUX,7,10
2022,Belarus,BLR,Latvia,LVA,154,20
2022,Belarus,BLR,Rep. of Moldova,MDA,74,13
2022,Belarus,BLR,Mexico,MEX,0,11
2022,Belarus,BLR,Montenegro,MNE,5,11
2022,Belarus,BLR,Malta,MLT,9,0
2022,Belarus,BLR,Netherlands (Kingdom of the),NLD,108,102
2022,Belarus,BLR,Norway,NOR,16,10
2022,Belarus,BLR,Panama,PAN,7,0
2022,Belarus,BLR,Poland,POL,5547,672
2022,Belarus,BLR,Portugal,PRT,499,9
2022,Belarus,BLR,Romania,ROU,44,0
2022,Belarus,BLR,Russian Federation,RUS,0,10
2022,Belarus,BLR,Spain,ESP,279,275
2022,Belarus,BLR,Slovakia,SVK,45,0
2022,Belarus,BLR,Slovenia,SVN,8,0
2022,Belarus,BLR,Sweden,SWE,118,86
2022,Belarus,BLR,Switzerland,CHE,164,33
2022,Belarus,BLR,Ukraine,UKR,42,31
2022,Belarus,BLR,United States of America,USA,1459,4660
2022,Bolivia (Plurinational State of),BOL,Argentina,ARG,56,61
2022,Bolivia (Plurinational State of),BOL,Brazil,BRA,158,443
2022,Bolivia (Plurinational State of),BOL,Canada,CAN,30,40
2022,Bolivia (Plurinational State of),BOL,Chile,CHL,0,21
2022,Bolivia (Plurinational State of),BOL,Colombia,COL,5,0
2022,Bolivia (Plurinational State of),BOL,Costa Rica,CRI,0,21
2022,Bolivia (Plurinational State of),BOL,France,FRA,70,5
2022,Bolivia (Plurinational State of),BOL,United Kingdom of Great Britain and Northern Ireland,GBR,23,56
2022,Bolivia (Plurinational State of),BOL,Germany,DEU,8,14
2022,Bolivia (Plurinational State of),BOL,Croatia,HRV,0,7
2022,Bolivia (Plurinational State of),BOL,Iceland,ISL,0,5
2022,Bolivia (Plurinational State of),BOL,Ireland,IRL,31,53
2022,Bolivia (Plurinational State of),BOL,Italy,ITA,5,8
2022,Bolivia (Plurinational State of),BOL,Mexico,MEX,0,55
2022,Bolivia (Plurinational State of),BOL,Netherlands (Kingdom of the),NLD,0,5
2022,Bolivia (Plurinational State of),BOL,Paraguay,PRY,20,19
2022,Bolivia (Plurinational State of),BOL,Peru,PER,20,33
2022,Bolivia (Plurinational State of),BOL,Spain,ESP,13,105
2022,Bolivia (Plurinational State of),BOL,Sweden,SWE,51,7
2022,Bolivia (Plurinational State of),BOL,Switzerland,CHE,5,0
2022,Bolivia (Plurinational State of),BOL,Uruguay,URY,6,7
2022,Bolivia (Plurinational State of),BOL,United States of America,USA,75,1359
2022,Botswana,BWA,Canada,CAN,7,6
2022,Botswana,BWA,United Kingdom of Great Britain and Northern Ireland,GBR,37,250
2022,Botswana,BWA,Germany,DEU,5,0
2022,Botswana,BWA,Ireland,IRL,32,393
2022,Botswana,BWA,Israel,ISR,0,5
2022,Botswana,BWA,Sweden,SWE,0,8
2022,Botswana,BWA,United States of America,USA,0,24
2022,Brazil,BRA,Argentina,ARG,0,23
2022,Brazil,BRA,Australia,AUS,9,230
2022,Brazil,BRA,Belgium,BEL,18,40
2022,Brazil,BRA,Canada,CAN,153,1452
2022,Brazil,BRA,Costa Rica,CRI,0,167
2022,Brazil,BRA,Denmark,DNK,0,5
2022,Brazil,BRA,Ecuador,ECU,5,5
2022,Brazil,BRA,Finland,FIN,5,5
2022,Brazil,BRA,France,FRA,89,127
2022,Brazil,BRA,United Kingdom of Great Britain and Northern Ireland,GBR,46,773
2022,Brazil,BRA,Germany,DEU,36,45
2022,Brazil,BRA,Greece,GRC,0,5
2022,Brazil,BRA,Guatemala,GTM,0,6
2022,Brazil,BRA,Ireland,IRL,46,126
2022,Brazil,BRA,Israel,ISR,0,5
2022,Brazil,BRA,Italy,ITA,411,330
2022,Brazil,BRA,Luxembourg,LUX,6,0
2022,Brazil,BRA,Mexico,MEX,338,5386
2022,Brazil,BRA,Netherlands (Kingdom of the),NLD,8,8
2022,Brazil,BRA,Paraguay,PRY,0,11
2022,Brazil,BRA,Peru,PER,5,16
2022,Brazil,BRA,Poland,POL,5,0
2022,Brazil,BRA,Portugal,PRT,23,16
2022,Brazil,BRA,Spain,ESP,76,790
2022,Brazil,BRA,Sweden,SWE,7,6
2022,Brazil,BRA,Switzerland,CHE,14,6
2022,Brazil,BRA,Uruguay,URY,0,27
2022,Brazil,BRA,United States of America,USA,1444,39573
2022,Brunei Darussalam,BRN,Australia,AUS,0,14
2022,Bosnia and Herzegovina,BIH,Argentina,ARG,6,0
2022,Bosnia and Herzegovina,BIH,Australia,AUS,0,5
2022,Bosnia and Herzegovina,BIH,Austria,AUT,53,12
2022,Bosnia and Herzegovina,BIH,Belgium,BEL,34,90
2022,Bosnia and Herzegovina,BIH,Brazil,BRA,5,0
2022,Bosnia and Herzegovina,BIH,Canada,CAN,6,0
2022,Bosnia and Herzegovina,BIH,Cyprus,CYP,15,0
2022,Bosnia and Herzegovina,BIH,Denmark,DNK,5,0
2022,Bosnia and Herzegovina,BIH,Finland,FIN,0,5
2022,Bosnia and Herzegovina,BIH,France,FRA,6904,137
2022,Bosnia and Herzegovina,BIH,United Kingdom of Great Britain and Northern Ireland,GBR,5,5
2022,Bosnia and Herzegovina,BIH,Germany,DEU,1339,870
2022,Bosnia and Herzegovina,BIH,India,IND,0,5
2022,Bosnia and Herzegovina,BIH,Italy,ITA,34,79
2022,Bosnia and Herzegovina,BIH,Jordan,JOR,9,0
2022,Bosnia and Herzegovina,BIH,Luxembourg,LUX,12,0
2022,Bosnia and Herzegovina,BIH,Netherlands (Kingdom of the),NLD,8,0
2022,Bosnia and Herzegovina,BIH,Panama,PAN,5,0
2022,Bosnia and Herzegovina,BIH,Poland,POL,7,0
2022,Bosnia and Herzegovina,BIH,Spain,ESP,0,5
2022,Bosnia and Herzegovina,BIH,Serbia and Kosovo: S/RES/1244 (1999),SRB,7879,0
2022,Bosnia and Herzegovina,BIH,Slovakia,SVK,36,0
2022,Bosnia and Herzegovina,BIH,Slovenia,SVN,7,0
2022,Bosnia and Herzegovina,BIH,Sweden,SWE,59,48
2022,Bosnia and Herzegovina,BIH,Switzerland,CHE,1399,5
2022,Bosnia and Herzegovina,BIH,United States of America,USA,86,234
2022,Bulgaria,BGR,Belgium,BEL,17,0
2022,Bulgaria,BGR,Brazil,BRA,0,6
2022,Bulgaria,BGR,Canada,CAN,68,25
2022,Bulgaria,BGR,France,FRA,66,0
2022,Bulgaria,BGR,United Kingdom of Great Britain and Northern Ireland,GBR,0,5
2022,Bulgaria,BGR,Germany,DEU,91,5
2022,Bulgaria,BGR,Israel,ISR,0,5
2022,Bulgaria,BGR,Rep. of Moldova,MDA,371,0
2022,Bulgaria,BGR,Norway,NOR,8,0
2022,Bulgaria,BGR,Poland,POL,0,5
2022,Bulgaria,BGR,Slovakia,SVK,8,0
2022,Bulgaria,BGR,Sweden,SWE,8,0
2022,Bulgaria,BGR,Switzerland,CHE,9,0
2022,Bulgaria,BGR,United States of America,USA,144,305
2022,Belize,BLZ,Canada,CAN,0,5
2022,Belize,BLZ,Costa Rica,CRI,0,5
2022,Belize,BLZ,United Kingdom of Great Britain and Northern Ireland,GBR,0,5
2022,Belize,BLZ,Mexico,MEX,31,62
2022,Belize,BLZ,United States of America,USA,34,404
2022,Cambodia,KHM,Australia,AUS,72,600
2022,Cambodia,KHM,Belgium,BEL,13,5
2022,Cambodia,KHM,Bahamas,BHS,0,5
2022,Cambodia,KHM,Brazil,BRA,0,5
2022,Cambodia,KHM,Canada,CAN,23,12
2022,Cambodia,KHM,Finland,FIN,5,5
2022,Cambodia,KHM,France,FRA,10795,29
2022,Cambodia,KHM,Germany,DEU,37,30
2022,Cambodia,KHM,Guyana,GUY,0,5
2022,Cambodia,KHM,Cote d'Ivoire,CIV,7,0
2022,Cambodia,KHM,Israel,ISR,0,5
2022,Cambodia,KHM,Rep. of Korea,KOR,5,15
2022,Cambodia,KHM,Mexico,MEX,24,47
2022,Cambodia,KHM,Malaysia,MYS,72,14
2022,Cambodia,KHM,Netherlands (Kingdom of the),NLD,6,5
2022,Cambodia,KHM,Philippines,PHL,13,0
2022,Cambodia,KHM,Slovakia,SVK,5,0
2022,Cambodia,KHM,Switzerland,CHE,265,0
2022,Cambodia,KHM,Thailand,THA,239,104
2022,Cambodia,KHM,United States of America,USA,108,92
2022,Canada,CAN,Australia,AUS,0,5
2022,Canada,CAN,Bulgaria,BGR,5,0
2022,Canada,CAN,Costa Rica,CRI,0,7
2022,Canada,CAN,United Kingdom of Great Britain and Northern Ireland,GBR,11,36
2022,Canada,CAN,Germany,DEU,44,0
2022,Canada,CAN,Croatia,HRV,5,0
2022,Canada,CAN,Hungary,HUN,5,0
2022,Canada,CAN,Italy,ITA,5,0
2022,Canada,CAN,Rep. of Moldova,MDA,8,0
2022,Canada,CAN,Mexico,MEX,0,13
2022,Canada,CAN,Poland,POL,20,0
2022,Canada,CAN,Portugal,PRT,19,5
2022,Canada,CAN,Romania,ROU,9,0
2022,Canada,CAN,Spain,ESP,16,5
2022,Canada,CAN,Sweden,SWE,5,10
2022,Canada,CAN,Switzerland,CHE,5,5
2022,Canada,CAN,United States of America,USA,29,132
2022,Central African Rep.,CAF,Algeria,DZA,106,91
2022,Central African Rep.,CAF,Angola,AGO,7,77
2022,Central African Rep.,CAF,Egypt,EGY,45,33
2022,Central African Rep.,CAF,Burundi,BDI,0,7
2022,Central African Rep.,CAF,Belgium,BEL,72,20
2022,Central African Rep.,CAF,Benin,BEN,1193,163
2022,Central African Rep.,CAF,Burkina Faso,BFA,106,21
2022,Central African Rep.,CAF,Brazil,BRA,5,7
2022,Central African Rep.,CAF,Canada,CAN,36,26
2022,Central African Rep.,CAF,Chad,TCD,124529,2379
2022,Central African Rep.,CAF,Cameroon,CMR,346680,6053
2022,Central African Rep.,CAF,Congo,COG,26613,3027
2022,Central African Rep.,CAF,Dem. Rep. of the Congo,COD,211137,43
2022,Central African Rep.,CAF,Finland,FIN,6,0
2022,Central African Rep.,CAF,France,FRA,5661,285
2022,Central African Rep.,CAF,Gabon,GAB,19,9
2022,Central African Rep.,CAF,Gambia,GMB,5,0
2022,Central African Rep.,CAF,United Kingdom of Great Britain and Northern Ireland,GBR,14,16
2022,Central African Rep.,CAF,Germany,DEU,38,0
2022,Central African Rep.,CAF,Ghana,GHA,183,79
2022,Central African Rep.,CAF,Greece,GRC,22,5
2022,Central African Rep.,CAF,Guinea,GIN,36,0
2022,Central African Rep.,CAF,"China, Hong Kong SAR",HKG,5,0
2022,Central African Rep.,CAF,Cote d'Ivoire,CIV,565,45
2022,Central African Rep.,CAF,Israel,ISR,0,14
2022,Central African Rep.,CAF,Italy,ITA,17,7
2022,Central African Rep.,CAF,Jordan,JOR,7,0
2022,Central African Rep.,CAF,Kenya,KEN,0,13
2022,Central African Rep.,CAF,Liberia,LBR,5,0
2022,Central African Rep.,CAF,Mauritania,MRT,670,110
2022,Central African Rep.,CAF,Mexico,MEX,0,5
2022,Central African Rep.,CAF,Mali,MLI,1212,282
2022,Central African Rep.,CAF,Malaysia,MYS,5,0
2022,Central African Rep.,CAF,Morocco,MAR,605,537
2022,Central African Rep.,CAF,Mozambique,MOZ,0,8
2022,Central African Rep.,CAF,Namibia,NAM,6,8
2022,Central African Rep.,CAF,Netherlands (Kingdom of the),NLD,7,5
2022,Central African Rep.,CAF,Niger,NER,138,89
2022,Central African Rep.,CAF,Nigeria,NGA,921,232
2022,Central African Rep.,CAF,Norway,NOR,15,0
2022,Central African Rep.,CAF,Poland,POL,5,0
2022,Central African Rep.,CAF,Portugal,PRT,8,0
2022,Central African Rep.,CAF,Romania,ROU,5,0
2022,Central African Rep.,CAF,South Africa,ZAF,8,5
2022,Central African Rep.,CAF,Senegal,SEN,258,118
2022,Central African Rep.,CAF,Spain,ESP,150,35
2022,Central African Rep.,CAF,South Sudan,SSD,2282,0
2022,Central African Rep.,CAF,Sudan,SDN,24363,7
2022,Central African Rep.,CAF,Sweden,SWE,71,0
2022,Central African Rep.,CAF,Switzerland,CHE,22,0
2022,Central African Rep.,CAF,Togo,TGO,246,210
2022,Central African Rep.,CAF,Tunisia,TUN,19,66
2022,Central African Rep.,CAF,Uganda,UGA,29,6
2022,Central African Rep.,CAF,United States of America,USA,170,143
2022,Central African Rep.,CAF,Zimbabwe,ZWE,0,5
2022,Cayman Islands,CYM,United States of America,USA,5,0
2022,Chad,TCD,Algeria,DZA,5,42
2022,Chad,TCD,Angola,AGO,189,779
2022,Chad,TCD,Egypt,EGY,66,53
2022,Chad,TCD,Austria,AUT,5,0
2022,Chad,TCD,Belgium,BEL,45,45
2022,Chad,TCD,Benin,BEN,37,89
2022,Chad,TCD,Burkina Faso,BFA,46,0
2022,Chad,TCD,Canada,CAN,496,378
2022,Chad,TCD,Central African Rep.,CAF,1314,159
2022,Chad,TCD,Cameroon,CMR,1526,930
2022,Chad,TCD,Congo,COG,28,28
2022,Chad,TCD,Dem. Rep. of the Congo,COD,22,5
2022,Chad,TCD,Ethiopia,ETH,0,5
2022,Chad,TCD,France,FRA,3391,952
2022,Chad,TCD,Gabon,GAB,28,34
2022,Chad,TCD,United Kingdom of Great Britain and Northern Ireland,GBR,167,405
2022,Chad,TCD,Germany,DEU,113,157
2022,Chad,TCD,Ghana,GHA,41,22
2022,Chad,TCD,Greece,GRC,14,5
2022,Chad,TCD,Iceland,ISL,5,0
2022,Chad,TCD,Cote d'Ivoire,CIV,5,6
2022,Chad,TCD,Ireland,IRL,5,0
2022,Chad,TCD,Israel,ISR,5,5
2022,Chad,TCD,Italy,ITA,0,52
2022,Chad,TCD,Jordan,JOR,11,11
2022,Chad,TCD,Kenya,KEN,0,5
2022,Chad,TCD,Mauritania,MRT,0,15
2022,Chad,TCD,Mexico,MEX,0,6
2022,Chad,TCD,Mali,MLI,0,6
2022,Chad,TCD,Morocco,MAR,8,110
2022,Chad,TCD,Malta,MLT,10,14
2022,Chad,TCD,Netherlands (Kingdom of the),NLD,5,12
2022,Chad,TCD,Niger,NER,107,2328
2022,Chad,TCD,Nigeria,NGA,89,31
2022,Chad,TCD,Philippines,PHL,0,8
2022,Chad,TCD,Rwanda,RWA,6,0
2022,Chad,TCD,Saudi Arabia,SAU,9,0
2022,Chad,TCD,Senegal,SEN,5,11
2022,Chad,TCD,Spain,ESP,42,15
2022,Chad,TCD,Sudan,SDN,4654,5
2022,Chad,TCD,Sweden,SWE,18,0
2022,Chad,TCD,Switzerland,CHE,31,15
2022,Chad,TCD,Syrian Arab Rep.,SYR,9,0
2022,Chad,TCD,Togo,TGO,18,19
2022,Chad,TCD,Tunisia,TUN,5,26
2022,Chad,TCD,Uganda,UGA,9,5
2022,Chad,TCD,United States of America,USA,221,298
2022,China,CHN,Albania,ALB,14,0
2022,China,CHN,Egypt,EGY,0,77
2022,China,CHN,Argentina,ARG,0,121
2022,China,CHN,Australia,AUS,1656,14788
2022,China,CHN,Austria,AUT,677,108
2022,China,CHN,Belgium,BEL,1068,85
2022,China,CHN,Brazil,BRA,24,4621
2022,China,CHN,Canada,CAN,2154,1303
2022,China,CHN,Costa Rica,CRI,0,373
2022,China,CHN,Cyprus,CYP,5,13
2022,China,CHN,Czechia,CZE,64,5
2022,China,CHN,Denmark,DNK,17,14
2022,China,CHN,Ecuador,ECU,12,5
2022,China,CHN,Finland,FIN,175,20
2022,China,CHN,France,FRA,11161,269
2022,China,CHN,United Kingdom of Great Britain and Northern Ireland,GBR,928,2747
2022,China,CHN,Germany,DEU,1667,317
2022,China,CHN,Greece,GRC,114,84
2022,China,CHN,Croatia,HRV,0,6
2022,China,CHN,Hungary,HUN,15,0
2022,China,CHN,Iceland,ISL,5,0
2022,China,CHN,India,IND,72294,0
2022,China,CHN,Indonesia,IDN,10,10
2022,China,CHN,Ireland,IRL,63,28
2022,China,CHN,Israel,ISR,0,428
2022,China,CHN,Italy,ITA,462,184
2022,China,CHN,Japan,JPN,86,0
2022,China,CHN,Kazakhstan,KAZ,5,12
2022,China,CHN,Rep. of Korea,KOR,51,1164
2022,China,CHN,Liechtenstein,LIE,33,0
2022,China,CHN,Luxembourg,LUX,7,0
2022,China,CHN,Latvia,LVA,5,0
2022,China,CHN,Mauritania,MRT,5,0
2022,China,CHN,Rep. of Moldova,MDA,78,5
2022,China,CHN,Mexico,MEX,5,43
2022,China,CHN,Malaysia,MYS,38,16
2022,China,CHN,Mongolia,MNG,5,0
2022,China,CHN,Malta,MLT,17,0
2022,China,CHN,Netherlands (Kingdom of the),NLD,777,137
2022,China,CHN,Norway,NOR,288,18
2022,China,CHN,New Zealand,NZL,271,80
2022,China,CHN,Pakistan,PAK,0,16
2022,China,CHN,Peru,PER,0,13
2022,China,CHN,Philippines,PHL,5,5
2022,China,CHN,Poland,POL,32,0
2022,China,CHN,Portugal,PRT,65,5
2022,China,CHN,Romania,ROU,39,0
2022,China,CHN,South Africa,ZAF,0,14
2022,China,CHN,Russian Federation,RUS,14,5
2022,China,CHN,Saudi Arabia,SAU,14,14
2022,China,CHN,Spain,ESP,115,385
2022,China,CHN,Serbia and Kosovo: S/RES/1244 (1999),SRB,5,0
2022,China,CHN,Slovakia,SVK,15,0
2022,China,CHN,Slovenia,SVN,0,5
2022,China,CHN,Sweden,SWE,183,28
2022,China,CHN,Switzerland,CHE,2253,92
2022,China,CHN,Thailand,THA,172,79
2022,China,CHN,Trinidad and Tobago,TTO,0,42
2022,China,CHN,United States of America,USA,64066,88554
2022,Chile,CHL,Argentina,ARG,34,7
2022,Chile,CHL,Australia,AUS,16,58
2022,Chile,CHL,Belgium,BEL,43,5
2022,Chile,CHL,Brazil,BRA,21,104
2022,Chile,CHL,Canada,CAN,166,1857
2022,Chile,CHL,Costa Rica,CRI,0,64
2022,Chile,CHL,Ecuador,ECU,6,5
2022,Chile,CHL,France,FRA,153,11
2022,Chile,CHL,United Kingdom of Great Britain and Northern Ireland,GBR,0,11
2022,Chile,CHL,Germany,DEU,154,21
2022,Chile,CHL,Ireland,IRL,0,5
2022,Chile,CHL,Italy,ITA,17,29
2022,Chile,CHL,Mexico,MEX,513,6547
2022,Chile,CHL,Netherlands (Kingdom of the),NLD,0,6
2022,Chile,CHL,New Zealand,NZL,5,0
